,Epoch,Train_loss,Val_loss,Accurate
0,1,1.1904905298776016,0.24411972502873128,0.6366792016199017
1,2,0.964259271919641,0.20912840000921115,0.6780445472953428
2,3,0.8576359184849398,0.2027954492732975,0.6910616141162857
3,4,0.7887713362345088,0.17692041347936024,0.7309806190338444
4,5,0.7385903555390638,0.19376951317668056,0.7104425802719121
5,6,0.6870538258920933,0.1666748962130846,0.7544113393115418
6,7,0.6606244791046653,0.16337240393432312,0.772056696557709
7,8,0.6236423671979804,0.15226862988065853,0.7761064506797801
8,9,0.6022703434280926,0.1398283494446417,0.7920161990164882
9,10,0.5825775299509927,0.137367600324814,0.8119757014752675
10,11,0.555166940454921,0.13117314271762362,0.8264391090540931
11,12,0.5426058512969891,0.13749729974795602,0.8085044836563494
12,13,0.5299838984527908,0.13446055476237054,0.8113971651721146
13,14,0.5194880471391239,0.12735879464989006,0.8238356956899046
14,15,0.49820384213274904,0.1202840574920504,0.8290425224182818
15,16,0.49763035878926043,0.12588756112769028,0.8296210587214348
16,17,0.4820586288201413,0.12163093454752857,0.833670812843506
17,18,0.4777117583655957,0.1282450666594641,0.8281747179635522
18,19,0.46671379335922825,0.13078803442394782,0.8356956899045415
19,20,0.4435052421885999,0.11545268594871602,0.8446630026034133
20,21,0.4531923577214179,0.11578680143346634,0.8440844663002603
21,22,0.4515840872686923,0.11695728902061249,0.8238356956899046
22,23,0.44140096870729967,0.113851993058335,0.8432166618455308
23,24,0.4238201492840263,0.11374936896299938,0.8426381255423778
24,25,0.42529185455228646,0.10430660528451366,0.8481342204223316
25,26,0.40996512365830445,0.10582529195193587,0.8443737344518368
26,27,0.3982362570326721,0.09986891816598316,0.8666473821232282
27,28,0.400280159151639,0.11962345014057695,0.8435059299971073
28,29,0.3927772638211958,0.1064535154886659,0.8542088516054382
29,30,0.3860132527664017,0.11112633658205354,0.8391669077234597
30,31,0.3861332536055937,0.09385410626533418,0.8649117732137692
31,32,0.38099413477886956,0.0997198373800065,0.8657795776684987
32,33,0.3732457224069968,0.09898012657581855,0.8657795776684987
33,34,0.37638548630314783,0.1048565551083319,0.8510269019380966
34,35,0.36966621393392624,0.08825197617482143,0.8834249349146659
35,36,0.36736212368378657,0.09097191639894762,0.862597628001157
36,37,0.35687428934164583,0.10787887302864718,0.8547873879085912
37,38,0.3627211857769619,0.13344378755602582,0.8273069135088227
38,39,0.3456296681811811,0.0910063422705532,0.8730112814579115
39,40,0.3492122328699319,0.09397422190109338,0.8712756725484524
40,41,0.3446156370216886,0.08959770361189603,0.8785073763378652
41,42,0.336440317486045,0.09446901435307026,0.8672259184263813
42,43,0.34179297595153657,0.08747574864513409,0.8779288400347122
43,44,0.3357641373157899,0.09089826808079805,0.8698293317905699
44,45,0.3255766414072466,0.09568219855875046,0.8692507954874168
45,46,0.33000468378224895,0.08729863703570864,0.886896152733584
46,47,0.3303928057701824,0.10731158112528785,0.8628868961527336
47,48,0.32809587253217865,0.09580494562677694,0.8660688458200753
48,49,0.32518688626546305,0.08693440437742982,0.8773503037315592
49,50,0.31645438316174174,0.07764756505563879,0.8999132195545271
50,51,0.3306017638597942,0.07653550847217026,0.8938385883714203
51,52,0.3150679074788713,0.08186410156542799,0.8828463986115128
52,53,0.30918162853373,0.08387825068468704,0.8802429852473242
53,54,0.30255941903644407,0.09287573286804174,0.8663581139716517
54,55,0.3077382562894142,0.08392308573335472,0.8871854208851605
55,56,0.30513467272118583,0.08443503667121215,0.8889210297946196
56,57,0.30316275430389633,0.09329136234627954,0.8747468903673705
57,58,0.3064836453383921,0.08923377459717124,0.8816893260052068
58,59,0.28803898778834497,0.07867109785255334,0.8952849291293029
59,60,0.3061840742529848,0.09183879167281805,0.8640439687590397
60,61,0.29963119892405665,0.09866088388932026,0.8724327451547584
61,62,0.29763832422822056,0.10616284069845737,0.8637547006074631
62,63,0.29266203693407916,0.08960883410468035,0.872143477003182
63,64,0.293703104283633,0.08086274968139327,0.8923922476135377
64,65,0.28354087162232133,0.08126843808833617,0.8894995660977726
65,66,0.2937070987761169,0.07248210761045377,0.9013595603124096
66,67,0.28173896283687,0.07040205023189855,0.9002024877061036
67,68,0.28869992660642624,0.07359690521471142,0.8996239514029505
68,69,0.27724722618129677,0.07356323399044046,0.8958634654324559
69,70,0.2778152847867065,0.08633475509263908,0.8909459068556552
70,71,0.2680573582123233,0.09428281312282753,0.8706971362452994
71,72,0.27623534947808986,0.06827812328941513,0.9088805322533989
72,73,0.2736365477614514,0.0818979843041963,0.8932600520682673
73,74,0.27862705346895295,0.07276978958790672,0.9051200462829042
74,75,0.2671386854745072,0.0852315243093107,0.8886317616430431
75,76,0.2705202844285678,0.07470020031926675,0.9056985825860573
76,77,0.2684121269427308,0.07224061171915978,0.9025166329187156
77,78,0.26051341444989623,0.06523504721265204,0.910037604859705
78,79,0.27221019803179647,0.07081479549537714,0.9016488284639861
79,80,0.2643745860532405,0.06356382929070993,0.9210297946196124
80,81,0.2775984021946356,0.06423897066075725,0.9149551634365056
81,82,0.25939792434612136,0.07069756745780618,0.91293028637547
82,83,0.2718609083794162,0.07281216483552566,0.898177610645068
83,84,0.2608099664770977,0.07419554391328682,0.9028059010702921
84,85,0.2547811656005508,0.10575973174048585,0.8727220133063349
85,86,0.2566592703038503,0.07856235531266087,0.8941278565229969
86,87,0.25960921882250304,0.0682938586955804,0.9085912641018223
87,88,0.25694068698381034,0.075068995338966,0.9013595603124096
88,89,0.264981609057454,0.07201345355893518,0.9016488284639861
89,90,0.2575326644896442,0.0700840087489491,0.9007810240092565
90,91,0.2425755540095897,0.06846405494416653,0.9028059010702921
91,92,0.2634689445685491,0.10528465032459856,0.8657795776684987
92,93,0.2561671477171001,0.06729935643019797,0.9097483367081284
93,94,0.250372429760953,0.09661858780703068,0.8831356667630894
94,95,0.2553533239754185,0.0723530865940169,0.9068556551923633
95,96,0.2528864531860989,0.0779739139916943,0.9010702921608331
96,97,0.25522751569145175,0.06273504216795495,0.9143766271333527
97,98,0.24132792486622062,0.10363046818348128,0.8793751807925947
98,99,0.2619715636333412,0.06916957975413228,0.9036737055250217
99,100,0.2489385598060097,0.06568203649729965,0.9132195545270466
100,101,0.2514483325074156,0.07072613812261683,0.9062771188892103
101,102,0.24736443896876,0.06791057631737606,0.9146658952849291
102,103,0.24316676202577509,0.08198502346691755,0.9039629736765982
103,104,0.2439997773831999,0.06873555630960529,0.9097483367081284
104,105,0.25266643217989576,0.063459965826178,0.9169800404975412
105,106,0.24228921877177917,0.062309840794911385,0.9190049175585768
106,107,0.24472393281720045,0.06561909172104734,0.9166907723459647
107,108,0.2372363122447394,0.08818434766805848,0.8923922476135377
108,109,0.24382433211736212,0.06568539305462782,0.9158229678912352
109,110,0.23462948866959124,0.07315441135993125,0.9045415099797512
110,111,0.24685265731005196,0.06543996852341608,0.9146658952849291
111,112,0.24564828830969665,0.06962079875050398,0.9085912641018223
112,113,0.23546546714805572,0.0690359573212023,0.9059878507376338
113,114,0.23484585620763276,0.08109129392290701,0.896442001735609
114,115,0.23620048925223303,0.07652263146586402,0.9181371131038473
115,116,0.23661771218776495,0.06341651053330764,0.9158229678912352
116,117,0.23052083223380848,0.08229686619191397,0.9016488284639861
117,118,0.24042641316952718,0.06359079330501918,0.9126410182238935
118,119,0.22910175389728124,0.07244295719438337,0.9114839456175875
119,120,0.23769630660358043,0.06443223331427327,0.9184263812554238
120,121,0.224113496136522,0.06390404536535421,0.9192941857101533
121,122,0.23638192576257067,0.07326088084269385,0.8999132195545271
122,123,0.22870508328765607,0.06959910313238658,0.9045415099797512
123,124,0.2338395141759411,0.06666580281157652,0.9080127277986694
124,125,0.23654566417101522,0.07327407448638339,0.9071449233439398
125,126,0.24013617772337562,0.07134939020642661,0.9010702921608331
126,127,0.23119060783184756,0.0596399233351865,0.9175585768006942
127,128,0.2266078422825428,0.07766772272646467,0.9094590685565519
